date,drug_category,actual_sales,p10_demand,p50_demand,p90_demand,uncertainty_band,safety_stock,reorder_point,target_stock_lvl,simulated_inventory,stockout_risk,overstock_risk,replenishment_recommendation,recommended_order_qty,order_trigger
2019-03-25,N02BA,6.0,0.87,2.78,8.28,7.41,9.53,17.87,34.37,28.94,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-03-26,N02BA,3.0,1.15,2.63,8.31,7.16,9.84,17.73,34.77,22.94,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-03-27,N02BA,3.0,0.96,2.36,8.9,7.94,11.33,18.41,38.03,23.94,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-03-28,N02BA,1.4,1.26,2.34,8.73,7.47,11.07,18.09,37.26,22.94,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-03-29,N02BA,4.0,0.9,2.33,8.27,7.37,10.29,17.28,35.1,27.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-03-30,N02BA,1.1,1.06,3.8,9.49,8.43,9.86,21.26,38.33,30.54,0,0,MAINTAIN REPLENISHMENT,0.0,HEALTHY ZONE
2019-03-31,N02BA,1.5,0.78,2.73,7.51,6.73,8.28,16.47,30.81,31.44,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-04-01,N02BA,3.0,1.11,1.67,6.66,5.55,8.64,13.65,28.62,29.94,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-02,N02BA,3.0,1.47,3.1,6.78,5.31,6.37,15.67,26.71,26.94,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-03,N02BA,1.5,1.34,3.14,7.61,6.27,7.74,17.16,30.57,23.94,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-04-04,N02BA,8.0,1.16,2.74,7.77,6.61,8.71,16.93,32.02,22.44,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-04-05,N02BA,4.0,1.08,2.62,8.88,7.8,10.84,18.7,37.48,14.44,1,0,INCREASE REPLENISHMENT,14.0,REACTIVE (Below ROP)
2019-04-06,N02BA,3.0,0.85,2.65,8.91,8.06,10.84,18.79,37.57,17.44,1,0,INCREASE REPLENISHMENT,4.0,REACTIVE (Below ROP)
2019-04-07,N02BA,4.0,0.81,2.5,8.79,7.98,10.89,18.39,37.26,17.44,1,0,INCREASE REPLENISHMENT,2.0,REACTIVE (Below ROP)
2019-04-08,N02BA,3.3,0.61,2.17,8.27,7.66,10.57,17.08,35.38,27.44,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-04-09,N02BA,1.0,1.29,2.74,8.59,7.3,10.13,18.35,35.9,28.14,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-04-10,N02BA,2.0,1.1,2.32,8.92,7.82,11.43,18.39,38.19,29.14,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-04-11,N02BA,2.0,0.86,2.27,8.33,7.47,10.5,17.31,35.49,29.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-12,N02BA,4.1,0.81,2.46,8.53,7.72,10.51,17.89,36.1,31.14,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-04-13,N02BA,1.1,0.96,2.49,8.45,7.49,10.32,17.79,35.67,31.04,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-04-14,N02BA,1.0,0.65,2.54,8.39,7.74,10.13,17.75,35.3,29.94,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-04-15,N02BA,5.3,0.78,2.46,7.85,7.07,9.34,16.72,32.89,29.94,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-16,N02BA,2.0,1.24,2.79,7.68,6.44,8.47,16.84,31.51,28.64,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-04-17,N02BA,1.25,0.72,2.48,8.74,8.02,10.84,18.28,37.06,27.64,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-04-18,N02BA,0.0,0.67,2.38,8.29,7.62,10.24,17.38,35.11,26.39,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-19,N02BA,1.5,1.03,2.47,7.92,6.89,9.44,16.85,33.2,28.39,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-20,N02BA,1.5,1.25,2.6,7.66,6.41,8.76,16.56,31.74,34.89,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-04-21,N02BA,3.0,1.02,2.34,7.17,6.15,8.37,15.39,29.88,33.39,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-22,N02BA,4.5,1.08,2.39,7.65,6.57,9.11,16.28,32.06,30.39,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-04-23,N02BA,6.1,1.33,2.83,8.45,7.12,9.73,18.22,35.08,25.89,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-04-24,N02BA,3.0,1.26,2.81,8.77,7.51,10.32,18.75,36.63,19.79,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-04-25,N02BA,2.0,1.17,2.66,9.27,8.1,11.45,19.43,39.26,18.79,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2019-04-26,N02BA,3.25,1.07,2.51,8.76,7.69,10.83,18.36,37.11,24.79,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-27,N02BA,3.1,1.16,2.61,8.77,7.61,10.67,18.5,36.98,28.54,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-04-28,N02BA,0.0,0.79,2.47,8.64,7.85,10.69,18.1,36.61,31.44,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-04-29,N02BA,2.6,1.03,2.34,8.74,7.71,11.09,18.11,37.31,31.44,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-04-30,N02BA,8.0,1.03,2.16,8.59,7.56,11.14,17.62,36.91,31.84,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-01,N02BA,1.0,1.25,1.98,8.59,7.34,11.45,17.39,37.22,26.84,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-05-02,N02BA,5.5,1.06,2.52,9.61,8.55,12.28,19.84,41.11,25.84,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-05-03,N02BA,3.0,1.66,2.95,10.27,8.61,12.68,21.53,43.49,23.34,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-05-04,N02BA,4.25,1.08,2.48,9.38,8.3,11.95,19.39,40.09,28.34,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-05,N02BA,4.2,1.36,2.63,9.57,8.21,12.02,19.91,40.73,29.09,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-06,N02BA,2.0,0.96,2.49,8.88,7.92,11.07,18.54,37.71,32.89,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-07,N02BA,1.0,0.58,2.28,8.86,8.28,11.4,18.24,37.98,30.89,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-08,N02BA,3.0,0.75,2.28,8.81,8.06,11.31,18.15,37.74,33.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-09,N02BA,2.1,1.01,2.87,8.9,7.89,10.44,19.05,37.14,31.89,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-10,N02BA,5.5,0.72,2.43,8.46,7.74,10.44,17.73,35.82,32.79,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-11,N02BA,5.5,0.78,2.61,8.62,7.84,10.41,18.24,36.27,27.29,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-05-12,N02BA,3.1,1.4,2.54,9.56,8.16,12.16,19.78,40.84,24.79,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-05-13,N02BA,2.0,0.87,2.72,8.75,7.88,10.44,18.6,36.69,22.69,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-14,N02BA,4.0,0.73,2.63,9.33,8.6,11.6,19.49,39.59,25.69,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-15,N02BA,4.15,0.71,2.55,8.59,7.88,10.46,18.11,36.23,32.69,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-16,N02BA,2.0,0.88,2.14,8.85,7.97,11.62,18.04,38.17,28.54,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-17,N02BA,2.4,0.9,2.25,8.17,7.27,10.25,17.0,34.76,29.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-05-18,N02BA,5.1,0.9,2.33,8.07,7.17,9.94,16.93,34.15,28.14,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-19,N02BA,4.0,1.38,2.91,8.76,7.38,10.13,18.86,36.41,29.04,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-05-20,N02BA,5.0,1.4,2.92,9.22,7.82,10.91,19.67,38.57,25.04,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-21,N02BA,5.1,1.74,3.14,9.18,7.44,10.46,19.88,38.0,21.04,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-22,N02BA,3.15,1.69,3.05,8.72,7.03,9.82,18.97,35.98,22.94,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-23,N02BA,2.0,1.33,3.04,8.88,7.55,10.12,19.24,36.76,25.79,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-05-24,N02BA,3.0,1.68,3.05,8.65,6.97,9.7,18.85,35.65,27.79,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-25,N02BA,4.1,1.48,2.91,8.75,7.27,10.12,18.85,36.37,28.79,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-26,N02BA,2.0,1.67,3.29,8.79,7.12,9.53,19.4,35.9,27.69,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-05-27,N02BA,1.2,1.64,3.07,8.72,7.08,9.79,19.0,35.95,26.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-05-28,N02BA,6.3,1.19,3.2,8.77,7.58,9.65,19.25,35.96,29.49,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-05-29,N02BA,4.05,1.44,3.3,8.72,7.28,9.39,19.29,35.55,27.19,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-05-30,N02BA,3.4,1.5,3.24,8.83,7.33,9.68,19.4,36.17,25.14,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-05-31,N02BA,1.0,1.46,3.59,8.78,7.32,8.99,19.76,35.33,22.74,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-01,N02BA,6.0,0.9,2.01,8.06,7.16,10.48,16.51,34.66,27.74,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-02,N02BA,3.05,1.97,3.45,9.28,7.31,10.1,20.45,37.94,26.74,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-06-03,N02BA,4.0,1.32,2.42,8.84,7.52,11.12,18.38,37.64,25.69,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-04,N02BA,5.35,1.77,3.45,9.45,7.68,10.39,20.74,38.74,21.69,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-06-05,N02BA,2.1,1.54,3.35,8.75,7.21,9.35,19.4,35.6,26.34,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-06,N02BA,6.35,1.29,2.44,8.22,6.93,10.01,17.33,34.67,26.24,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-06-07,N02BA,2.0,1.67,3.25,9.19,7.52,10.29,20.04,37.86,25.89,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-06-08,N02BA,1.0,1.36,3.26,9.23,7.87,10.34,20.12,38.03,25.89,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-06-09,N02BA,8.0,1.45,3.46,9.25,7.8,10.03,20.41,37.78,25.89,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-10,N02BA,2.0,1.82,3.26,9.92,8.1,11.54,21.32,41.3,26.89,0,0,INCREASE REPLENISHMENT,12.0,PROACTIVE (Forward Shortfall)
2019-06-11,N02BA,10.5,1.43,3.37,10.27,8.84,11.95,22.06,42.76,27.89,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-06-12,N02BA,1.0,2.17,3.16,12.07,9.9,15.43,24.91,51.64,17.39,1,0,INCREASE REPLENISHMENT,20.0,REACTIVE (Below ROP)
2019-06-13,N02BA,0.25,1.77,3.56,12.75,10.98,15.92,26.6,54.17,28.39,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-06-14,N02BA,3.0,1.63,4.09,13.63,12.0,16.52,28.79,57.41,31.14,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-06-15,N02BA,5.0,1.38,3.46,12.9,11.52,16.35,26.73,55.05,48.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-16,N02BA,3.0,1.91,3.36,12.47,10.56,15.78,25.86,53.19,46.14,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-06-17,N02BA,3.0,1.57,2.82,11.19,9.62,14.5,22.96,48.07,47.14,0,0,MAINTAIN REPLENISHMENT,0.0,HEALTHY ZONE
2019-06-18,N02BA,3.0,1.48,3.12,11.38,9.9,14.31,23.67,48.45,44.14,0,0,MAINTAIN REPLENISHMENT,0.0,HEALTHY ZONE
2019-06-19,N02BA,3.0,1.55,2.39,8.11,6.56,9.91,17.08,34.24,45.14,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-06-20,N02BA,3.0,1.17,3.08,8.51,7.34,9.41,18.65,34.94,42.14,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-06-21,N02BA,3.0,1.29,3.13,8.04,6.75,8.5,17.89,32.62,39.14,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-06-22,N02BA,0.0,1.5,3.5,8.9,7.4,9.35,19.85,36.05,36.14,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-23,N02BA,5.5,1.43,3.22,8.7,7.27,9.49,19.15,35.59,36.14,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-24,N02BA,3.1,1.26,3.21,9.13,7.87,10.25,19.88,37.64,30.64,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-06-25,N02BA,5.0,1.08,3.72,8.89,7.81,8.95,20.11,35.62,27.54,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-06-26,N02BA,1.0,1.41,3.37,9.54,8.13,10.69,20.8,39.31,22.54,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-06-27,N02BA,4.0,0.85,3.06,9.01,8.16,10.31,19.49,37.34,29.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-28,N02BA,2.0,1.41,3.13,9.06,7.65,10.27,19.66,37.45,26.54,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-06-29,N02BA,5.0,1.28,3.55,9.5,8.22,10.31,20.96,38.81,32.54,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-06-30,N02BA,0.0,1.48,3.18,8.95,7.47,9.99,19.53,36.84,27.54,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-01,N02BA,1.0,0.89,1.89,7.94,7.05,10.48,16.15,34.3,30.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-02,N02BA,4.0,1.16,2.16,8.41,7.25,10.83,17.31,36.06,33.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-03,N02BA,4.0,0.95,2.51,9.31,8.36,11.78,19.31,39.71,32.54,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-07-04,N02BA,0.0,0.61,2.33,7.91,7.3,9.66,16.65,33.39,28.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-05,N02BA,4.0,1.01,2.72,8.34,7.33,9.73,17.89,34.75,28.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-06,N02BA,3.0,1.34,2.71,9.49,8.15,11.74,19.87,40.21,32.54,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-07-07,N02BA,3.0,0.9,3.03,8.91,8.01,10.18,19.27,36.91,29.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-08,N02BA,2.0,1.11,2.6,8.85,7.74,10.83,18.63,37.38,26.54,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-09,N02BA,8.0,1.12,2.84,8.1,6.98,9.11,17.63,33.41,32.54,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-10,N02BA,5.0,1.21,2.54,9.67,8.46,12.35,19.97,41.36,24.54,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2019-07-11,N02BA,4.0,0.94,2.39,8.9,7.96,11.28,18.45,37.98,22.54,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-07-12,N02BA,4.05,1.38,3.27,9.68,8.3,11.1,20.91,40.14,18.54,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2019-07-13,N02BA,1.0,0.92,2.58,8.51,7.59,10.27,18.01,35.8,28.49,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-14,N02BA,4.0,0.96,2.42,9.31,8.35,11.93,19.19,39.86,29.49,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-07-15,N02BA,4.55,1.16,2.46,8.67,7.51,10.76,18.14,36.77,31.49,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-07-16,N02BA,3.0,1.0,2.43,8.33,7.33,10.22,17.51,35.21,26.94,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-17,N02BA,2.5,1.06,2.32,8.53,7.47,10.76,17.72,36.35,28.94,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-18,N02BA,1.3,1.14,2.43,8.89,7.75,11.19,18.48,37.86,27.44,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-19,N02BA,4.0,0.85,2.73,8.54,7.69,10.06,18.25,35.68,29.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-20,N02BA,1.0,0.96,2.91,8.52,7.56,9.72,18.45,35.28,29.14,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-21,N02BA,1.1,0.67,2.56,8.35,7.68,10.03,17.71,35.08,32.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-22,N02BA,2.0,0.79,2.44,8.42,7.63,10.36,17.68,35.62,31.04,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-07-23,N02BA,5.2,0.77,2.72,7.95,7.18,9.06,17.22,32.91,32.04,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-24,N02BA,2.0,0.59,2.6,8.12,7.53,9.56,17.36,33.92,26.84,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-07-25,N02BA,5.0,0.66,2.63,8.43,7.77,10.05,17.94,35.34,26.84,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-26,N02BA,0.1,0.89,2.41,8.47,7.58,10.5,17.73,35.91,21.84,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-07-27,N02BA,1.0,0.96,2.67,9.59,8.63,11.99,20.0,40.76,27.74,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-07-28,N02BA,4.0,1.09,2.46,8.87,7.78,11.1,18.48,37.71,29.74,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-29,N02BA,2.0,1.46,2.64,10.08,8.62,12.89,20.81,43.13,31.74,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-07-30,N02BA,5.0,0.95,2.31,8.88,7.93,11.38,18.31,38.02,34.74,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-31,N02BA,2.0,1.1,2.55,9.4,8.3,11.86,19.51,40.06,29.74,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-01,N02BA,2.0,1.08,2.09,8.66,7.58,11.38,17.65,37.36,34.74,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-02,N02BA,3.0,1.08,2.58,8.79,7.71,10.76,18.5,37.13,32.74,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-03,N02BA,2.3,1.17,2.76,9.14,7.97,11.05,19.33,38.47,33.74,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-04,N02BA,5.0,1.04,2.58,8.79,7.75,10.76,18.5,37.13,31.44,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-05,N02BA,4.3,1.2,2.44,9.3,8.1,11.88,19.2,39.78,27.44,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-08-06,N02BA,2.0,0.86,2.26,8.55,7.69,10.89,17.67,36.54,27.14,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-07,N02BA,2.0,1.54,2.94,8.67,7.13,9.92,18.74,35.93,26.14,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-08,N02BA,3.0,1.14,2.4,9.66,8.52,12.57,19.77,41.55,32.14,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-08-09,N02BA,0.0,0.77,2.45,9.47,8.7,12.16,19.51,40.57,30.14,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-08-10,N02BA,6.0,1.2,2.7,9.34,8.14,11.5,19.6,39.52,31.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-11,N02BA,4.0,1.17,2.35,9.24,8.07,11.93,18.98,39.65,33.14,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-08-12,N02BA,1.0,1.28,2.28,9.17,7.89,11.93,18.77,39.44,31.14,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-13,N02BA,2.0,0.91,2.22,8.8,7.89,11.4,18.06,37.8,30.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-14,N02BA,3.1,1.16,2.49,8.84,7.68,11.0,18.47,37.52,33.14,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-15,N02BA,2.0,1.05,2.39,8.78,7.73,11.07,18.24,37.41,34.04,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-08-16,N02BA,2.0,0.94,2.31,8.71,7.77,11.09,18.02,37.22,32.04,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-08-17,N02BA,2.45,0.89,2.42,8.51,7.62,10.55,17.81,36.08,31.04,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-18,N02BA,1.0,0.95,2.57,8.63,7.68,10.5,18.21,36.39,31.59,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-08-19,N02BA,4.0,1.01,2.57,8.37,7.36,10.05,17.76,35.16,32.59,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-20,N02BA,2.0,0.85,2.68,8.88,8.03,10.74,18.78,37.38,29.59,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-08-21,N02BA,0.0,1.13,2.41,8.86,7.73,11.17,18.4,37.75,29.59,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-08-22,N02BA,2.0,1.37,2.7,8.25,6.88,9.61,17.71,34.36,29.59,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-23,N02BA,4.05,1.12,2.63,8.1,6.98,9.47,17.36,33.77,33.59,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-24,N02BA,3.0,1.14,2.71,8.48,7.34,9.99,18.12,35.43,32.54,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
